id,register_number,install_location_name,install_address,install_address_detail,install_type_name,install_date,available_time,open_days,use_everyday,everyone_allow,rank,latitude,longitude,updated_at,note
393006,693006,セブン‐イレブン　川崎八丁畷駅前店,川崎市川崎区下並木32-1,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5228846571,139.6911233181,2025年10月06日 10:39,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
392984,692984,セブン‐イレブン　川崎京町１丁目店,川崎市川崎区京町1-11-17,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5177609592,139.6936244032,2025年10月06日 10:35,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
122075,422075,田島支援学校,川崎市川崎区田島町20-5,1階職員室外壁,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.5154522115617,139.7121149898885,2025年12月22日 15:41,
392973,692973,セブン‐イレブン　川崎追分店,川崎市川崎区大島2-6-13,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5215961372,139.713340115,2025年10月06日 10:32,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
392978,692978,セブン‐イレブン　川崎浜町３丁目店,川崎市川崎区浜町3-8-22,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5164789497,139.7198646376,2025年10月06日 10:33,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
392979,692979,セブン‐イレブン　川崎鋼管通店,川崎市川崎区鋼管通1-3-8,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5179622396,139.7136062283,2025年10月06日 10:33,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
392976,692976,セブン‐イレブン　川崎鋼管通４丁目店,川崎市川崎区鋼管通4-12-15,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.512002669066604,139.7120565078013,2025年10月06日 10:33,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
122067,422067,田島小学校,川崎市川崎区渡田1-20-1,1階職員室校庭側出入口付近,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.52190263291562,139.70817031859042,2025年12月12日 18:58,
379428,679428,宗教法人圓能院,川崎市川崎区小田1-25-12,受付,会社・事業所,2024年05月28日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,B,35.5150472005,139.6999910482,2024年05月28日 15:17,
377209,677209,浅田内科・循環器内科,川崎市川崎区小田栄2-2-3,LICOPA川崎　2階,医療施設 (病院・診療所・医院等),2024年03月04日,09:00 - 18:30 (24時間表記),水曜日 - 祝日,False,条件付で認める,B,35.51579279126229,139.70723390579226,2024年02月21日 20:15,
356313,656313,川崎区役所田島支所仮庁舎,川崎市川崎区田島町20-23,１階総合案内,その他,2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.51571419607502,139.71159051201852,2025年07月14日 17:29,
392980,692980,セブン‐イレブン　川崎渡田東店,川崎市川崎区渡田東町17-5,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5182278103,139.7090763346,2025年10月06日 10:34,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
314988,614988,教育文化会館田島分館,川崎市川崎区追分町16-1 カルナーザ川崎4階,4階ロビー,公園・文教・娯楽施設 (図書館、テーマパーク、パチンコ店等),2022年04月01日,09:00 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.51921510061497,139.7163941852341,2025年12月12日 17:59,
41871,341871,臨港中学校,川崎市川崎区浜町2-11-22,職員室グランド側出入口,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:15 - 16:45 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.5144007279934,139.716012132194,2025年12月22日 15:10,
7692,307692,小田老人いこいの家,川崎市川崎区小田2-16-9,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.5143131,139.70177,2024年07月04日 17:04,
392983,692983,セブン‐イレブン　川崎小田３丁目店,川崎市川崎区小田3-9-1,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.514068045860704,139.70242737988778,2025年10月06日 10:34,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
122066,422066,東小田小学校,川崎市川崎区小田5-11-20,1階体育館脇校舎壁面,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.51215235608334,139.70689412373758,2025年12月12日 18:57,
314840,614840,田島こども文化センター,川崎市川崎区田島町20-23,2階事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.515670532048844,139.71151471138,2024年12月05日 09:46,
363037,663037,イトーヨーカドーアネックス 事務棟,川崎市川崎区小田栄2-1-1,イトーヨーカドーアネックス　事務棟1F,会社・事業所,2022年06月15日,08:15 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.514465395553145,139.70968008041385,2024年11月14日 10:21,
370559,670559,田島支援学校,川崎市川崎区田島町20-5,１階開放玄関内側,学校・保育施設 (小中学校、高校、大学、各種学校等),2023年06月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認めない,B,35.5153936089,139.7119748264,2023年11月15日 11:32,
348711,648711,渡田中学校,川崎市川崎区渡田向町11-1,西昇降口校庭側入り口,学校・保育施設 (小中学校、高校、大学、各種学校等),2019年04月01日,08:15 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,D,35.5204319,139.7028281,2023年07月06日 15:55,
392975,692975,セブン‐イレブン　川崎小田７丁目店,川崎市川崎区小田7-2-2,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.508637424,139.7088902452,2025年10月06日 10:32,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
380311,680311,SWCC株式会社,川崎市川崎区小田栄2-1-1,1階控室内,会社・事業所,2020年08月24日,08:15 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.51369689326903,139.7110050916672,2025年02月05日 14:28,
363583,663583,まつみ食品ビル,川崎市川崎区大島3-25-7,正面玄関入って、目の前の階段、右側の壁に設置,会社・事業所,2022年07月07日,07:30 - 17:30 (24時間表記),水曜日 - 日曜日 - 祝日,False,条件付で認める,B,35.5214461,139.7184489,2022年07月07日 17:54,
382174,682174,あいせん保育園,川崎市川崎区浜町2-22-16,1階事務所,学校・保育施設 (小中学校、高校、大学、各種学校等),2024年08月05日,08:00 - 19:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,B,35.5147208659,139.7194930013,2024年09月05日 09:39,
264925,564925,東小田保育園,川崎市川崎区小田5-14-1,玄関,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,07:00 - 20:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,C,35.51157037417768,139.7069227695465,2022年11月21日 09:59,
7678,307678,渡田老人いこいの家,川崎市川崎区渡田4-12-20,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.5171156,139.7052558,2024年07月04日 17:08,
392981,692981,セブン‐イレブン　川崎渡田３丁目店,川崎市川崎区渡田3-1-11,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5203955078,139.70421875,2025年10月06日 10:34,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
392982,692982,セブン‐イレブン　川崎小田栄１丁目店,川崎市川崎区小田栄1-9-20,その他,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5146628147,139.7051904297,2025年10月06日 10:34,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
392977,692977,セブン‐イレブン　浜川崎店,川崎市川崎区鋼管通4-5-6,その他,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,B,35.51315981060276,139.7131294048819,2025年10月06日 10:33,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
50773,350773,小田小学校,川崎市川崎区小田4-12-24,１階体育館前通路の校舎側壁,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日,False,認める,A,35.511410031476046,139.7020283817983,2025年12月12日 18:33,
348699,648699,渡田小学校,川崎市川崎区田島町14-1,職員玄関隣り水飲み場,学校・保育施設 (小中学校、高校、大学、各種学校等),2019年04月01日,08:00 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,D,35.5163297,139.7097497,2023年11月20日 13:12,
7677,307677,田島老人いこいの家,川崎市川崎区田島町20-23,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.5156686,139.7115553,2024年07月04日 17:03,
122072,422072,渡田中学校,川崎市川崎区渡田向町11-1,1階職員玄関,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:15 - 16:45 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.520460989016826,139.70281770234578,2025年12月22日 15:17,
389284,689284,サンドラッグ小田銀座,川崎市川崎区小田４－３６－１２,サンドラッグ店舗内入口またはレジ付近,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年03月12日,09:00 - 20:30 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,条件付で認める,B,35.5103293186,139.7020608181,2025年04月29日 15:34,
122065,422065,渡田小学校,川崎市川崎区田島町14-1,職員玄関,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.51631090615954,139.7098046420433,2025年12月12日 18:56,
108323,408323,渡田こども文化センター,川崎市川崎区渡田1-15-5,事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.52284028356063,139.70870375665982,2024年12月05日 09:44,
345116,645116,複合型介護施設ぱんだ,川崎市川崎区浜町2-19-15,1階エントランス,介護、福祉施設,2020年02月07日,08:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,C,35.51361829602988,139.71807003021243,2020年02月09日 10:46,
345682,645682,ＪＦＥ東日本ジーエス株式会社,川崎市川崎区南渡田町1-1,渡田高分子事務所（ＪＦＥスチール（株）製鉄所構内）,会社・事業所,2019年11月14日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,D,35.5108139,139.7180439,2020年03月03日 14:10,
345681,645681,ＪＦＥ東日本ジーエス株式会社,川崎市川崎区南渡田町1-14,本社ビル1階エントランス,会社・事業所,2019年11月14日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,D,35.5110944,139.7162439,2020年03月03日 14:05,
314842,614842,小田こども文化センター,川崎市川崎区小田2-16-9,2階事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5143825,139.7017589,2022年11月19日 14:37,
50774,350774,大島小学校,川崎市川崎区浜町1-5-1,1階職員玄関外部入り口,学校・保育施設 (小中学校、高校、大学、各種学校等),2025年04月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.51680867074611,139.71730699560794,2025年07月18日 09:49,監視カメラは２４時間作動。
10374,310374,南部リサイクルセンター,川崎市川崎区夜光3-１-３,１階玄関,その他の不特定多数が利用する公的施設,2022年04月01日,08:30 - 17:15 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 祝日,False,認める,A,35.519805409959325,139.74385138223775,2025年07月10日 11:19,
334257,634257,池上新田球場,川崎市川崎区池上町1-3,事務所,体育・スポーツ施設 (運動場、体育館、スキー場、ゴルフ場等),2022年04月01日,08:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.520727323378985,139.73164785486006,2024年12月05日 16:01,
347536,647536,ＪＦＥ東日本ジーエス株式会社　池上メールセンター,川崎市川崎区池上町2-1,事務所内入口脇,会社・事業所,2020年02月07日,07:00 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認めない,C,35.5175525,139.7334311,2020年05月22日 10:49,
10328,310328,かわさき南部斎苑,川崎市川崎区夜光3-2-7,事務室,その他の不特定多数が利用する公的施設,2020年05月01日,00:00 - 00:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,C,35.516845610019395,139.73930196720175,2024年07月05日 13:24,
122019,422019,臨港消防署,川崎市川崎区池上新町3-1-5,1階受付,消防・海保・防衛関係施設,2022年04月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.52221987057408,139.73133087158203,2024年12月05日 16:17,
362093,662093,川崎クローム工業株式会社　南工場,川崎市川崎区浅野町3-7,南工場内非常ベル設置場所,会社・事業所,2020年02月18日,08:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,C,35.5155025,139.7260486,2022年05月17日 13:33,
315001,615001,入江崎水処理センター,川崎市川崎区塩浜3-17-1,１Ｆ　玄関脇,その他の不特定多数が利用する公的施設,2022年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.51946048108531,139.74024707065837,2025年07月17日 09:01,
392967,692967,セブン‐イレブン　川崎塩浜２丁目店,川崎市川崎区塩浜2-13-5,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5234548611,139.7387166341,2025年10月06日 10:30,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
356903,656903,京セラ株式会社　川崎工場,川崎市川崎区千鳥町9-2,警備室,会社・事業所,2021年05月20日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,C,35.5148783,139.7556406,2021年07月30日 15:39,
388168,688168,セントラル・タンクターミナル株式会社　川崎事業所北エリア,川崎市川崎区千鳥町２番２号,事務所正面玄関入口左側,会社・事業所,2025年03月10日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5223115575204,139.7555619478226,2025年03月10日 17:17,
79248,379248,横浜税関　川崎税関支署,川崎市川崎区千鳥町11-1,川崎税関支署・1階事務室内,会社・事業所,2024年09月18日,08:30 - 17:30 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.51731664940624,139.75162982940674,2024年10月03日 16:11,
314944,614944,浮島処理センター,川崎市川崎区浮島町509-1,4階事務室,その他の不特定多数が利用する公的施設,2021年04月01日,08:30 - 17:15 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.51476441073221,139.78336883759766,2025年06月17日 19:26,
348684,648684,浮島処理センター資源化処理施設,川崎市川崎区浮島町509-1,２階中央制御室内,その他の不特定多数が利用する公的施設,2020年04月01日,08:30 - 17:15 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 祝日,False,認める,A,35.51474484910529,139.78332264495992,2025年07月10日 11:18,
314947,614947,かわさきエコ暮らし未来館,川崎市川崎区浮島町509-1,2階事務室,その他の不特定多数が利用する公的施設,2023年04月01日,09:00 - 16:00 (24時間表記),火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,False,認める,A,35.5153319,139.7836492,2025年06月20日 18:33,
314967,614967,小倉西公園（児童プール）,川崎市幸区小倉5-17-59,プール管理棟,体育・スポーツ施設 (運動場、体育館、スキー場、ゴルフ場等),2020年04月01日,09:00 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.53788808549873,139.6658207689229,2025年07月16日 11:54,プール期間中のみ
359623,659623,小倉小学校,川崎市幸区小倉2－20－1,校庭,学校・保育施設 (小中学校、高校、大学、各種学校等),2019年04月01日,08:25 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,D,35.5414092,139.6654636,2022年12月08日 15:38,
393029,693029,セブン‐イレブン　川崎南加瀬５丁目店,川崎市幸区南加瀬5-5-2,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5398065864,139.6620844184,2025年10月06日 10:45,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
108326,408326,小倉こども文化センター,川崎市幸区小倉5-17-59,2階事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.538097614587954,139.66584742069244,2024年12月05日 09:51,
50787,350787,小倉小学校,川崎市幸区小倉2-20-1,2階職員玄関,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:25 - 16:55 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.54141447439716,139.66535056832072,2025年12月09日 16:43,
7697,307697,小倉老人いこいの家,川崎市幸区小倉5-32-5,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.53767768290082,139.66398462620418,2025年12月09日 17:08,
199127,499127,加瀬水処理センター,川崎市幸区南加瀬4-40-22,管理棟2階中央監視室,その他の不特定多数が利用する公的施設,2022年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.54294718702036,139.6559715106893,2024年12月05日 16:09,
376107,676107,イエローハット川崎さいわい店,川崎市幸区小倉5-18-14,1階レジカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2024年01月17日,09:30 - 19:30 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.53666145630813,139.66611028244236,2024年01月22日 11:07,
182653,482653,川崎市立看護大学,川崎市幸区小倉4-30-1,1階守衛室,学校・保育施設 (小中学校、高校、大学、各種学校等),2024年04月01日,06:30 - 22:30 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5358542,139.6698025,2025年07月10日 11:47,年末年始及び左記の利用時間外の対応は不可
122080,422080,南加瀬小学校,川崎市幸区南加瀬4-24-1,体育館前通路,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.54296220261989,139.65960516856285,2025年12月12日 19:01,
315002,615002,加瀬ふれあいの広場,川崎市幸区南加瀬4-40-22,管理室,公園・文教・娯楽施設 (図書館、テーマパーク、パチンコ店等),2022年04月01日,08:00 - 17:00 (24時間表記),火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日,False,認める,A,35.54231243768973,139.65580769756343,2024年12月05日 16:10,
335630,635630,三井のリハウス川崎センター,川崎市幸区大宮町1310　,ミューザ川崎1階,会社・事業所,2018年01月21日,09:30 - 18:00 (24時間表記),月曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,False,条件付で認める,A,35.5311915967844,139.69514787197113,2024年01月19日 14:58,ＧＷ、夏期、年末年始の長期休みあり
